
0.002573251724243164,  3,  300,  203,  7,  7
0.12677264213562012,  4,  11320,  6694,  17,  11
8.090315341949463,  5,  415,  256,  26,  15
2.615407943725586,  6,  110624,  63637,  7,  16
84.45543456077576,  7,  672656,  414009,  21,  20
232.541184425354,  8,  2474,  1238,  29,  24

0.002727985382080078,  3,  31,  0,  11,  5
0.004479885101318359,  3,  118,  54,  20,  8
1.4866359233856201,  5,  2349,  1243,  25,  13
0.5455610752105713,  5,  12145,  6457,  17,  15
11.583051919937134,  6,  193697,  116906,  13,  18
256.24733686447144,  7,  145291,  72255,  12,  20

0.006605625152587891,  3,  31,  0,  28,  4
0.29573869705200195,  4,  10963,  7258,  25,  10
12.01680302619934,  5,  40,  6,  30,  12
0.18698978424072266,  5,  5201,  2846,  12,  15
4.18783164024353,  6,  92967,  49634,  25,  17
98.21572184562683,  7,  76115,  49277,  29,  19

0.003239154815673828,  3,  40,  5,  29,  5
0.04842877388000488,  3,  3987,  2248,  30,  6
0.6260349750518799,  5,  1437,  906,  30,  11
0.49890804290771484,  5,  22125,  13599,  6,  14
1.072242021560669,  5,  59,  15,  24,  15
83.1998598575592,  6,  4987898,  2740807,  20,  16

0.05663800239562988,  3,  6732,  4716,  22,  6
0.05612301826477051,  4,  47,  9,  9,  10
0.8459517955780029,  5,  374,  226,  27,  13
15.634229183197021,  6,  33,  1,  1,  17
65.03145909309387,  6,  3194655,  1752192,  19,  19
64.14816284179688,  7,  6553,  4260,  1,  21


