3.341372013092041,  6,  154,  0,  2,  20
10.13106894493103,  9,  204,  0,  62,  31
21.51861310005188,  11,  296,  0,  55,  41
34.764846086502075,  14,  559,  0,  85,  52
56.54323101043701,  18,  311,  0,  54,  63
91.49634003639221,  22,  225,  0,  56,  72

3.4440560340881348,  6,  183,  0,  19,  18
11.931364059448242,  10,  124,  0,  104,  30
25.04122495651245,  13,  301,  0,  71,  48
35.6799738407135,  14,  408,  0,  53,  53
58.49734306335449,  18,  297,  0,  77,  61
77.57210373878479,  21,  399,  0,  16,  73

3.9632229804992676,  7,  132,  0,  23,  21
8.192017078399658,  8,  272,  0,  29,  30
21.955605030059814,  11,  351,  0,  60,  45
38.4007351398468,  15,  191,  0,  74,  56
55.813454151153564,  17,  397,  0,  88,  64
88.83898615837097,  22,  459,  0,  28,  76

5.454566955566406,  7,  115,  0,  103,  18
12.772411823272705,  9,  156,  0,  41,  30
21.358793258666992,  11,  604,  0,  41,  41
38.009530782699585,  15,  361,  0,  65,  53
57.37240409851074,  18,  371,  0,  95,  64
85.47521877288818,  22,  287,  0,  16,  74

3.8323628902435303,  6,  158,  0,  59,  15
10.677297830581665,  8,  291,  0,  38,  31
24.434594869613647,  12,  162,  0,  47,  44
40.14592790603638,  15,  562,  0,  77,  56
58.41831707954407,  19,  204,  0,  7,  62
92.93989086151123,  23,  321,  0,  55,  75
