0.000481, 6, 10
0.00209, 10, 38
0.00011, 4, 5
0.000458, 10, 17
0.001923, 10, 45
0.000148, 6, 7
0.00049, 10, 19
0.000278, 8, 12
0.003676, 12, 84
0.001623, 12, 49

0.000317, 6, 10
0.00074, 10, 20
0.000145, 4, 5
0.001479, 10, 39
0.000615, 10, 18
0.000535, 6, 16
0.001305, 10, 34
0.000908, 8, 26
0.002289, 12, 49
0.002203, 14, 54

0.00036, 6, 10
0.000819, 10, 20
0.000169, 4, 5
0.001645, 10, 39
0.000703, 10, 18
0.000612, 6, 16
0.00137, 10, 34
0.001018, 8, 26
0.002461, 12, 49
0.002433, 14, 54
